CMSDY1D12	2	41
   1	EWK_MLL	1.750000000000e+01	3.062500000000e+02	8.000000000000e+03	1.845000000000e+02	1.000000000000e-99	8.800000000000e+00	4.769647696477e+00	4.797000000000e+00	2.600000000000e+00	
   2	EWK_MLL	2.250000000000e+01	5.062500000000e+02	8.000000000000e+03	7.500000000000e+01	1.000000000000e-99	3.200000000000e+00	4.266666666667e+00	1.950000000000e+00	2.600000000000e+00	
   3	EWK_MLL	2.750000000000e+01	7.562500000000e+02	8.000000000000e+03	3.590000000000e+01	1.000000000000e-99	1.500000000000e+00	4.178272980501e+00	9.334000000000e-01	2.600000000000e+00	
   4	EWK_MLL	3.250000000000e+01	1.056250000000e+03	8.000000000000e+03	1.972000000000e+01	1.000000000000e-99	8.100000000000e-01	4.107505070994e+00	5.127200000000e-01	2.600000000000e+00	
   5	EWK_MLL	3.750000000000e+01	1.406250000000e+03	8.000000000000e+03	1.181000000000e+01	1.000000000000e-99	3.900000000000e-01	3.302286198137e+00	3.070600000000e-01	2.600000000000e+00	
   6	EWK_MLL	4.250000000000e+01	1.806250000000e+03	8.000000000000e+03	7.320000000000e+00	1.000000000000e-99	2.200000000000e-01	3.005464480874e+00	1.903200000000e-01	2.600000000000e+00	
   7	EWK_MLL	4.750000000000e+01	2.256250000000e+03	8.000000000000e+03	4.970000000000e+00	1.000000000000e-99	1.400000000000e-01	2.816901408451e+00	1.292200000000e-01	2.600000000000e+00	
   8	EWK_MLL	5.250000000000e+01	2.756250000000e+03	8.000000000000e+03	3.591000000000e+00	1.000000000000e-99	9.400000000000e-02	2.617655249234e+00	9.336600000000e-02	2.600000000000e+00	
   9	EWK_MLL	5.750000000000e+01	3.306250000000e+03	8.000000000000e+03	2.750000000000e+00	1.000000000000e-99	6.800000000000e-02	2.472727272727e+00	7.150000000000e-02	2.600000000000e+00	
  10	EWK_MLL	6.200000000000e+01	3.844000000000e+03	8.000000000000e+03	2.342000000000e+00	1.000000000000e-99	5.600000000000e-02	2.391118701964e+00	6.089200000000e-02	2.600000000000e+00	
  11	EWK_MLL	6.600000000000e+01	4.356000000000e+03	8.000000000000e+03	2.177000000000e+00	1.000000000000e-99	4.900000000000e-02	2.250803858521e+00	5.660200000000e-02	2.600000000000e+00	
  12	EWK_MLL	7.000000000000e+01	4.900000000000e+03	8.000000000000e+03	2.243000000000e+00	1.000000000000e-99	4.900000000000e-02	2.184574230941e+00	5.831800000000e-02	2.600000000000e+00	
  13	EWK_MLL	7.400000000000e+01	5.476000000000e+03	8.000000000000e+03	2.623000000000e+00	1.000000000000e-99	5.500000000000e-02	2.096835684331e+00	6.819800000000e-02	2.600000000000e+00	
  14	EWK_MLL	7.850000000000e+01	6.162250000000e+03	8.000000000000e+03	3.889000000000e+00	1.000000000000e-99	7.500000000000e-02	1.928516328105e+00	1.011140000000e-01	2.600000000000e+00	
  15	EWK_MLL	8.350000000000e+01	6.972250000000e+03	8.000000000000e+03	9.310000000000e+00	1.000000000000e-99	2.000000000000e-01	2.148227712137e+00	2.420600000000e-01	2.600000000000e+00	
  16	EWK_MLL	8.850000000000e+01	7.832250000000e+03	8.000000000000e+03	8.570000000000e+01	1.000000000000e-99	1.400000000000e+00	1.633605600933e+00	2.228200000000e+00	2.600000000000e+00	
  17	EWK_MLL	9.350000000000e+01	8.742250000000e+03	8.000000000000e+03	1.031000000000e+02	1.000000000000e-99	1.600000000000e+00	1.551891367604e+00	2.680600000000e+00	2.600000000000e+00	
  18	EWK_MLL	9.850000000000e+01	9.702250000000e+03	8.000000000000e+03	8.710000000000e+00	1.000000000000e-99	1.700000000000e-01	1.951779563720e+00	2.264600000000e-01	2.600000000000e+00	
  19	EWK_MLL	1.035000000000e+02	1.071225000000e+04	8.000000000000e+03	2.961000000000e+00	1.000000000000e-99	5.300000000000e-02	1.789935832489e+00	7.698600000000e-02	2.600000000000e+00	
  20	EWK_MLL	1.080000000000e+02	1.166400000000e+04	8.000000000000e+03	1.552000000000e+00	1.000000000000e-99	2.900000000000e-02	1.868556701031e+00	4.035200000000e-02	2.600000000000e+00	
  21	EWK_MLL	1.125000000000e+02	1.265625000000e+04	8.000000000000e+03	9.830000000000e-01	1.000000000000e-99	1.900000000000e-02	1.932858596134e+00	2.555800000000e-02	2.600000000000e+00	
  22	EWK_MLL	1.175000000000e+02	1.380625000000e+04	8.000000000000e+03	6.490000000000e-01	1.000000000000e-99	1.400000000000e-02	2.157164869029e+00	1.687400000000e-02	2.600000000000e+00	
  23	EWK_MLL	1.230000000000e+02	1.512900000000e+04	8.000000000000e+03	4.453000000000e-01	1.000000000000e-99	1.000000000000e-02	2.245677071637e+00	1.157780000000e-02	2.600000000000e+00	
  24	EWK_MLL	1.295000000000e+02	1.677025000000e+04	8.000000000000e+03	3.101000000000e-01	1.000000000000e-99	7.500000000000e-03	2.418574653338e+00	8.062600000000e-03	2.600000000000e+00	
  25	EWK_MLL	1.370000000000e+02	1.876900000000e+04	8.000000000000e+03	2.135000000000e-01	1.000000000000e-99	5.600000000000e-03	2.622950819672e+00	5.551000000000e-03	2.600000000000e+00	
  26	EWK_MLL	1.455000000000e+02	2.117025000000e+04	8.000000000000e+03	1.501000000000e-01	1.000000000000e-99	4.300000000000e-03	2.864756828781e+00	3.902600000000e-03	2.600000000000e+00	
  27	EWK_MLL	1.550000000000e+02	2.402500000000e+04	8.000000000000e+03	1.061000000000e-01	1.000000000000e-99	3.300000000000e-03	3.110273327050e+00	2.758600000000e-03	2.600000000000e+00	
