ATLAS_WW_13TEV_2016_MEMU 11 13
1	 EWK_MLL	 65.0	 4225.0	 13000.0	 3.453	 0.108	0.035	 1.0136113524471475	0.046	 1.332174920359108	0.086	 2.4905878945844195	0.056	 1.621778163915436	0.062	 1.7955401100492328	0.049	 1.4190558934260065	0.071	 2.0561830292499277	0.125	 3.620040544454098	0.077	 2.2299449753837246	0.033	 0.9556907037358819	0.04	 1.1584129742253113
2	 EWK_MLL	 80.0	 6400.0	 13000.0	 3.767	 0.137	0.016	 0.4247411733474914	0.065	 1.7255110167241838	0.077	 2.0440668967348024	0.071	 1.8847889567294929	0.043	 1.141491903371383	0.078	 2.0706132200690206	0.076	 2.017520573400584	0.101	 2.68117865675604	0.089	 2.362622776745421	0.049	 1.3007698433766925	0.068	 1.8051499867268386
3	 EWK_MLL	 90.0	 8100.0	 13000.0	 3.538	 0.131	0.022	 0.6218202374222724	0.057	 1.6110797060486153	0.124	 3.5048049745618997	0.054	 1.5262860373092144	0.036	 1.0175240248728095	0.069	 1.9502543810062185	0.089	 2.515545505935557	0.098	 2.7699265121537597	0.071	 2.006783493499152	0.034	 0.9609949123798758	0.07	 1.9785189372526855
4	 EWK_MLL	 102.5	 10506.2	 13000.0	 3.094	 0.104	0.007	 0.22624434389140274	0.047	 1.5190691661279898	0.064	 2.0685197155785393	0.054	 1.7453135100193926	0.06	 1.9392372333548804	0.05	 1.6160310277957337	0.088	 2.844214608920491	0.085	 2.7472527472527473	0.06	 1.9392372333548804	0.026	 0.8403361344537815	0.053	 1.7129928894634776
5	 EWK_MLL	 117.5	 13806.2	 13000.0	 2.228	 0.088	0.002	 0.08976660682226212	0.038	 1.70556552962298	0.065	 2.9174147217235187	0.038	 1.70556552962298	0.03	 1.3464991023339317	0.066	 2.96229802513465	0.086	 3.8599640933572705	0.064	 2.872531418312388	0.047	 2.1095152603231595	0.012	 0.5385996409335726	0.056	 2.5134649910233393
6	 EWK_MLL	 132.5	 17556.2	 13000.0	 1.899	 0.081	0.007	 0.36861506055818855	0.032	 1.6850974196945763	0.061	 3.2122169562927856	0.031	 1.6324381253291207	0.044	 2.317008952080042	0.05	 2.632964718272775	0.082	 4.318062137967352	0.046	 2.422327540810953	0.04	 2.10637177461822	0.026	 1.369141653501843	0.06	 3.1595576619273302
7	 EWK_MLL	 150.0	 22500.0	 13000.0	 1.558	 0.063	0.008	 0.5134788189987163	0.021	 1.3478818998716302	0.043	 2.7599486521181	0.021	 1.3478818998716302	0.028	 1.797175866495507	0.039	 2.503209242618742	0.062	 3.9794608472400514	0.038	 2.4390243902439024	0.027	 1.7329910141206675	0.012	 0.7702182284980744	0.047	 3.0166880616174585
8	 EWK_MLL	 172.5	 29756.2	 13000.0	 1.145	 0.049	0.013	 1.1353711790393013	0.016	 1.3973799126637556	0.033	 2.8820960698689957	0.018	 1.5720524017467248	0.029	 2.532751091703057	0.03	 2.6200873362445414	0.051	 4.45414847161572	0.033	 2.8820960698689957	0.022	 1.9213973799126636	0.007	 0.6113537117903931	0.035	 3.0567685589519655
9	 EWK_MLL	 222.5	 49506.2	 13000.0	 0.6746	 0.0333	0.0022	 0.32611918173732585	0.0085	 1.2600059294396682	0.0256	 3.7948413874888827	0.0086	 1.2748295286095463	0.005	 0.7411799584939224	0.0226	 3.3501334123925286	0.0357	 5.292024903646606	0.034	 5.040023717758673	0.0142	 2.1049510821227395	0.0146	 2.164245478802253	0.0205	 3.038837829825082
10	 EWK_MLL	 260.0	 67600.0	 13000.0	 0.3516	 0.0182	0.0022	 0.6257110352673492	0.0064	 1.8202502844141069	0.0138	 3.9249146757679174	0.0059	 1.6780432309442546	0.0029	 0.8248009101251421	0.0076	 2.161547212741752	0.0185	 5.261660978384527	0.0103	 2.9294653014789533	0.0074	 2.104664391353811	0.0079	 2.2468714448236633	0.0071	 2.0193401592719
11	 EWK_MLL	 330.0	 108900.0	 13000.0	 0.1407	 0.0091	0.0003	 0.21321961620469085	0.0016	 1.1371712864250179	0.0103	 7.320540156361052	0.002	 1.4214641080312724	0.0041	 2.9140014214641083	0.0036	 2.55863539445629	0.0067	 4.761904761904763	0.0083	 5.89907604832978	0.0023	 1.634683724235963	0.0015	 1.0660980810234542	0.0024	 1.7057569296375268
12	 EWK_MLL	 490.0	 240100.0	 13000.0	 0.02837	 0.00286	1e-05	 0.03524850193866761	0.00035	 1.2336975678533662	0.00205	 7.22594289742686	0.00043	 1.515685583362707	0.00055	 1.9386676066267183	0.00119	 4.194571730701446	0.0012	 4.229820232640113	0.00192	 6.767712372224181	0.00048	 1.6919280930560452	0.00027	 0.9517095523440254	0.00084	 2.960874162848079
13	 EWK_MLL	 1050.0	 1102500.0	 13000.0	 0.00127	 0.00027	3e-05	 2.3622047244094486	2e-05	 1.574803149606299	0.00026	 20.47244094488189	4e-05	 3.149606299212598	2e-05	 1.574803149606299	0.00012	 9.448818897637794	3e-05	 2.3622047244094486	8e-05	 6.299212598425196	4e-05	 3.149606299212598	4e-05	 3.149606299212598	0.00012	 9.448818897637794
