ATLAS_TTBAR_13TEV_HADRONIC_2D_TTM_ABSYTTNORM	11	11
   1	HQP_YQQ	2.300000000000e-01	1.225000000000e+05	1.300000000000e+04	8.937502000000e-04	0.000000000000e+00	5.552295086226e-05	6.212356748257e+00	-1.606330531315e-05	-1.797292499980e+00	3.984771383175e-06	4.458484465989e-01	-2.737618470314e-06	-3.063068931692e-01	-8.212323811097e-07	-9.188611998181e-02	-1.892424250762e-07	-2.117397289267e-02	5.675545179819e-07	6.350258920020e-02	-2.645067748450e-07	-2.959515699633e-02	4.790086416509e-09	5.359536049904e-04	4.983287556806e-08	5.575705109555e-03	1.919774721801e-08	2.147999208057e-03	
   2	HQP_YQQ	6.850000000000e-01	1.225000000000e+05	1.300000000000e+04	7.906771000000e-04	0.000000000000e+00	1.133637810812e-05	1.433755714958e+00	3.740474170559e-05	4.730722782484e+00	1.153178942123e-05	1.458470141759e+00	4.753300101447e-06	6.011683026418e-01	-8.983349560632e-07	-1.136159066784e-01	2.677577555066e-07	3.386436201410e-02	5.783069614973e-07	7.314072476581e-02	-2.641364048196e-07	-3.340635574491e-02	4.675633508151e-09	5.913455073064e-04	4.923331747140e-08	6.226728644525e-03	2.115528827458e-08	2.675591372835e-03	
   3	HQP_YQQ	1.230000000000e+00	1.225000000000e+05	1.300000000000e+04	5.689343000000e-04	0.000000000000e+00	-6.693043323892e-06	-1.176417615161e+00	-7.565621320329e-06	-1.329788223408e+00	-1.095588297627e-05	-1.925685088114e+00	2.130277686555e-05	3.744329857691e+00	-8.510037267245e-08	-1.495785588467e-02	6.808175256432e-08	1.196654034821e-02	8.347159494169e-07	1.467157015172e-01	-3.806949276751e-07	-6.691368892246e-02	6.646770753071e-09	1.168284414048e-03	7.001845557789e-08	1.230694925194e-02	3.267755557091e-08	5.743643083377e-03	
   4	HQP_YQQ	2.025000000000e+00	1.225000000000e+05	1.300000000000e+04	1.575280000000e-04	0.000000000000e+00	-2.917876710072e-05	-1.852290837230e+01	-1.048272061562e-05	-6.654512604505e+00	8.908875889674e-06	5.655423727638e+00	-1.089587387880e-05	-6.916785510383e+00	3.753909897314e-07	2.383011209000e-01	6.004560505279e-07	3.811741725457e-01	1.278240902057e-06	8.114372696008e-01	-5.588146198971e-07	-3.547398684025e-01	9.876915921050e-09	6.269943071105e-03	1.028730879955e-07	6.530463663317e-02	5.159364225082e-08	3.275204550989e-02	
   5	HQP_YQQ	1.650000000000e-01	6.972250000000e+05	1.300000000000e+04	2.387912000000e-04	0.000000000000e+00	8.955569348252e-06	3.750376625375e+00	1.069432915958e-05	4.478527332488e+00	-1.474737450948e-05	-6.175845051861e+00	-6.882011072599e-06	-2.882020389612e+00	9.176877259858e-06	3.843055045520e+00	1.396184175652e-06	5.846882865249e-01	6.014367914593e-07	2.518672344120e-01	-9.520590949550e-08	-3.986994055706e-02	1.324608726084e-09	5.547142131217e-04	1.160477005048e-08	4.859798037146e-03	-6.070386765664e-09	-2.542131688967e-03	
   6	HQP_YQQ	4.750000000000e-01	6.972250000000e+05	1.300000000000e+04	2.328429000000e-04	0.000000000000e+00	2.289764017560e-06	9.833943906215e-01	7.979123807479e-06	3.426827190127e+00	-1.631343208788e-05	-7.006196919844e+00	-7.831047601143e-06	-3.363232291447e+00	-7.672149507786e-06	-3.294989672344e+00	3.897603439484e-06	1.673919814383e+00	2.867392025335e-07	1.231470672000e-01	-9.468476106826e-08	-4.066465460972e-02	1.138967095900e-09	4.891568932959e-04	1.228066416059e-08	5.274227455762e-03	1.279313049450e-08	5.494318484481e-03	
   7	HQP_YQQ	7.850000000000e-01	6.972250000000e+05	1.300000000000e+04	1.864262000000e-04	0.000000000000e+00	-5.126145118989e-07	-2.749691362581e-01	6.625554567343e-06	3.553982523563e+00	-9.786178473334e-06	-5.249357908563e+00	-5.502680316450e-06	-2.951666834624e+00	-2.170312863417e-06	-1.164167302352e+00	-7.852510113243e-06	-4.212127969804e+00	4.121542189970e-07	2.210817036431e-01	-1.033764861735e-07	-5.545169411462e-02	1.304938629068e-09	6.999759846353e-04	1.380585849036e-08	7.405535536506e-03	1.581625538328e-08	8.483923066221e-03	
   8	HQP_YQQ	1.725000000000e+00	6.972250000000e+05	1.300000000000e+04	5.386512000000e-05	0.000000000000e+00	3.529383451610e-07	6.552261373613e-01	1.532104658430e-06	2.844335366615e+00	-2.305795592131e-06	-4.280684034734e+00	-1.310151296565e-06	-2.432281403188e+00	6.778054500575e-07	1.258338327395e+00	-1.511643358258e-07	-2.806349188970e-01	-2.615196075794e-06	-4.855082613376e+00	-6.421735655665e-07	-1.192188127617e+00	6.184375792827e-09	1.148122531394e-02	5.976788964216e-08	1.109584266074e-01	1.346746834596e-08	2.500220615114e-02	
   9	HQP_YQQ	2.000000000000e-01	3.940225000000e+06	1.300000000000e+04	1.256034000000e-05	0.000000000000e+00	5.622307652567e-07	4.476238423934e+00	4.941849506435e-07	3.934487049264e+00	-6.659818192549e-07	-5.302259487043e+00	-2.777372953859e-07	-2.211224340948e+00	2.991530709352e-07	2.381727492530e+00	2.972366678286e-08	2.366469919036e-01	-3.153006487979e-07	-2.510287530416e+00	3.792263304120e-07	3.019236186377e+00	1.230932436105e-08	9.800152194167e-02	1.464031420843e-07	1.165598559309e+00	5.626645962068e-07	4.479692398508e+00	
  10	HQP_YQQ	5.950000000000e-01	3.940225000000e+06	1.300000000000e+04	9.280342000000e-06	0.000000000000e+00	-3.405953664411e-07	-3.670073435237e+00	3.571679148816e-07	3.848650350187e+00	-6.827663524047e-07	-7.357124903421e+00	-3.689242730724e-07	-3.975330575882e+00	-7.102863933451e-08	-7.653666140161e-01	-8.618980380894e-08	-9.287352105013e-01	-2.376898411176e-07	-2.561218553342e+00	3.940447480639e-07	4.246015373829e+00	1.114837074972e-08	1.201288783292e-01	2.762579085826e-07	2.976807412729e+00	-3.657453670815e-07	-3.941076385778e+00	
  11	HQP_YQQ	1.645000000000e+00	3.940225000000e+06	1.300000000000e+04	2.103867000000e-06	0.000000000000e+00	-9.069940806526e-08	-4.311080884165e+00	7.469104381363e-08	3.550178971086e+00	-1.215483993347e-07	-5.777380382634e+00	-3.766993378328e-08	-1.790509275695e+00	-4.503164078528e-08	-2.140422411934e+00	-2.087564107008e-08	-9.922509868771e-01	-4.296029533873e-08	-2.041968210858e+00	9.813838318932e-08	4.664666691826e+00	5.941703185972e-08	2.824181940195e+00	-1.220073984941e-07	-5.799197311146e+00	-6.524514390938e-08	-3.101200974652e+00	
