791.5   737.0   846.0   0.27377   0.00090705   -0.00090705   0.0041948   -0.0041948   0.0025374   -0.0025374   2.5336e-07   -2.5336e-07   0.0014427   -0.0014427   -0.00088046   0.00088046   -0.0010376   0.0010376   0.0003273   -0.0003273   0.00034058   -0.00034058   -0.00010479   0.00010479   -1.7069e-07   1.7069e-07   -1.6157e-08   1.6157e-08   -0.00017244   0.00017244   -0.0010761   0.0010761   0.00011803   -0.00011803   0.0031018   -0.0031018   0.0018661   -0.0018661   1.3346e-07   -1.3346e-07   -2.7034e-07   2.7034e-07   0.0015245   -0.0015245   1.5248e-07   -1.5248e-07   -2.3319e-08   2.3319e-08   7.0329e-05   -7.0329e-05   3.2671e-07   -3.2671e-07   0.00029801   -0.00029801   0.00094717   -0.00094717   0.00050305   -0.00050305   0.0076905   -0.0076905   0.0032852   -0.0032852   0.00079342   -0.00079342
906.5   846.0   967.0   0.11371   0.00043122   -0.00043122   0.0018032   -0.0018032   0.0010916   -0.0010916   3.055e-07   -3.055e-07   0.00034706   -0.00034706   -0.00040927   0.00040927   -0.00041719   0.00041719   0.00014693   -0.00014693   0.00012974   -0.00012974   -7.4245e-05   7.4245e-05   -1.2465e-07   1.2465e-07   -6.3476e-09   6.3476e-09   -6.3303e-05   6.3303e-05   -0.00041518   0.00041518   5.3165e-05   -5.3165e-05   0.0013374   -0.0013374   0.0010071   -0.0010071   -5.9535e-07   5.9535e-07   -2.8657e-07   2.8657e-07   0.00070842   -0.00070842   1.0687e-07   -1.0687e-07   -9.873e-09   9.873e-09   -0.00010619   0.00010619   -3.4804e-07   3.4804e-07   0.00012922   -0.00012922   0.00044152   -0.00044152   0.00024226   -0.00024226   0.0033033   -0.0033033   0.0013646   -0.0013646   0.00027507   -0.00027507
1034.0   967.0   1101.0   0.046858   0.00021842   -0.00021842   0.00077116   -0.00077116   0.00046755   -0.00046755   1.873e-07   -1.873e-07   3.8138e-05   -3.8138e-05   -0.00018606   0.00018606   -0.0001695   0.0001695   6.5153e-05   -6.5153e-05   4.8592e-05   -4.8592e-05   -4.3608e-05   4.3608e-05   -7.2849e-08   7.2849e-08   -2.6378e-09   2.6378e-09   -1.9274e-05   1.9274e-05   -0.00015101   0.00015101   2.3186e-05   -2.3186e-05   0.00057592   -0.00057592   0.00051556   -0.00051556   -4.6191e-07   4.6191e-07   -1.6995e-07   1.6995e-07   0.0003232   -0.0003232   6.5439e-08   -6.5439e-08   -4.2013e-09   4.2013e-09   -9.6812e-05   9.6812e-05   -3.0105e-07   3.0105e-07   5.5601e-05   -5.5601e-05   0.00020115   -0.00020115   0.00011449   -0.00011449   0.0014048   -0.0014048   0.00056229   -0.00056229   0.00010815   -0.00010815
1174.5   1101.0   1248.0   0.019377   0.00012016   -0.00012016   0.00033183   -0.00033183   0.00020161   -0.00020161   8.1123e-08   -8.1123e-08   -3.0633e-05   3.0633e-05   -8.392e-05   8.392e-05   -7.0333e-05   7.0333e-05   2.8851e-05   -2.8851e-05   1.7801e-05   -1.7801e-05   -2.4137e-05   2.4137e-05   -3.8728e-08   3.8728e-08   1.2232e-09   -1.2232e-09   -3.95e-06   3.95e-06   -5.8963e-05   5.8963e-05   9.8476e-06   -9.8476e-06   0.00025001   -0.00025001   0.00025677   -0.00025677   -2.1914e-07   2.1914e-07   -7.2035e-08   7.2035e-08   0.00014666   -0.00014666   3.718e-08   -3.718e-08   -1.7591e-09   1.7591e-09   -6.2033e-05   6.2033e-05   -1.4066e-07   1.4066e-07   2.4004e-05   -2.4004e-05   9.0876e-05   -9.0876e-05   5.379e-05   -5.379e-05   0.00060159   -0.00060159   0.00023253   -0.00023253   4.3958e-05   -4.3958e-05
1329.0   1248.0   1410.0   0.0079559   6.9591e-05   -6.9591e-05   0.00014209   -0.00014209   8.6555e-05   -8.6555e-05   2.0452e-08   -2.0452e-08   -3.0665e-05   3.0665e-05   -3.7234e-05   3.7234e-05   -2.9436e-05   2.9436e-05   1.262e-05   -1.262e-05   6.1473e-06   -6.1473e-06   -1.2515e-05   1.2515e-05   1.9326e-08   -1.9326e-08   6.2575e-10   -6.2575e-10   7.9679e-07   -7.9679e-07   -2.2808e-05   2.2808e-05   3.997e-06   -3.997e-06   0.00010875   -0.00010875   0.00012512   -0.00012512   -5.953e-08   5.953e-08   -1.7393e-08   1.7393e-08   6.5581e-05   -6.5581e-05   1.9894e-08   -1.9894e-08   -7.3832e-10   7.3832e-10   -3.5556e-05   3.5556e-05   -3.0971e-08   3.0971e-08   1.0285e-05   -1.0285e-05   4.0442e-05   -4.0442e-05   2.4896e-05   -2.4896e-05   0.0002585   -0.0002585   9.547e-05   -9.547e-05   1.4688e-05   -1.4688e-05
1499.0   1410.0   1588.0   0.0032744   4.1337e-05   -4.1337e-05   6.1122e-05   -6.1122e-05   3.7348e-05   -3.7348e-05   -5.0921e-09   5.0921e-09   -2.0141e-05   2.0141e-05   -1.6439e-05   1.6439e-05   -1.252e-05   1.252e-05   5.5074e-06   -5.5074e-06   1.9197e-06   -1.9197e-06   -6.2625e-06   6.2625e-06   1.0102e-08   -1.0102e-08   3.4396e-10   -3.4396e-10   1.5332e-06   -1.5332e-06   -7.7398e-06   7.7398e-06   1.5442e-06   -1.5442e-06   4.7821e-05   -4.7821e-05   6.0834e-05   -6.0834e-05   1.6018e-08   -1.6018e-08   5.212e-09   -5.212e-09   2.9215e-05   -2.9215e-05   1.0276e-08   -1.0276e-08   -3.4067e-10   3.4067e-10   -1.9042e-05   1.9042e-05   1.7645e-08   -1.7645e-08   4.4156e-06   -4.4156e-06   1.8015e-05   -1.8015e-05   1.1476e-05   -1.1476e-05   0.00011145   -0.00011145   3.9292e-05   -3.9292e-05   7.3682e-06   -7.3682e-06
1686.0   1588.0   1784.0   0.0012515   2.4274e-05   -2.4274e-05   2.4465e-05   -2.4465e-05   1.5001e-05   -1.5001e-05   -1.1151e-08   1.1151e-08   -1.0599e-05   1.0599e-05   -6.6991e-06   6.6991e-06   -5.2552e-06   5.2552e-06   2.2216e-06   -2.2216e-06   4.344e-07   -4.344e-07   -2.8333e-06   2.8333e-06   8.8224e-09   -8.8224e-09   1.8062e-10   -1.8062e-10   1.1427e-06   -1.1427e-06   -3.04e-06   3.04e-06   5.1263e-07   -5.1263e-07   1.9695e-05   -1.9695e-05   2.7223e-05   -2.7223e-05   3.0922e-08   -3.0922e-08   1.0338e-08   -1.0338e-08   1.2022e-05   -1.2022e-05   4.7922e-09   -4.7922e-09   -1.5522e-10   1.5522e-10   -9.0765e-06   9.0765e-06   2.7969e-08   -2.7969e-08   1.7596e-06   -1.7596e-06   7.4182e-06   -7.4182e-06   4.8855e-06   -4.8855e-06   4.4665e-05   -4.4665e-05   1.5018e-05   -1.5018e-05   3.9183e-06   -3.9183e-06
1892.0   1784.0   2000.0   0.00047427   1.4318e-05   -1.4318e-05   9.727e-06   -9.727e-06   5.987e-06   -5.987e-06   -9.6079e-09   9.6079e-09   -5.126e-06   5.126e-06   -2.6934e-06   2.6934e-06   -2.241e-06   2.241e-06   8.8477e-07   -8.8477e-07   2.4778e-08   -2.4778e-08   -1.2461e-06   1.2461e-06   6.1072e-09   -6.1072e-09   -9.4148e-11   9.4148e-11   6.8161e-07   -6.8161e-07   -1.2175e-06   1.2175e-06   1.4681e-07   -1.4681e-07   8.1094e-06   -8.1094e-06   1.1998e-05   -1.1998e-05   2.7336e-08   -2.7336e-08   8.7755e-09   -8.7755e-09   4.8839e-06   -4.8839e-06   2.1682e-09   -2.1682e-09   -7.3345e-11   7.3345e-11   -4.1714e-06   4.1714e-06   2.3167e-08   -2.3167e-08   6.9496e-07   -6.9496e-07   3.0177e-06   -3.0177e-06   2.0574e-06   -2.0574e-06   1.7763e-05   -1.7763e-05   5.6912e-06   -5.6912e-06   1.0327e-06   -1.0327e-06
2119.0   2000.0   2238.0   0.00018159   8.226e-06   -8.226e-06   3.9138e-06   -3.9138e-06   2.4188e-06   -2.4188e-06   -6.6088e-09   6.6088e-09   -2.3924e-06   2.3924e-06   -1.0895e-06   1.0895e-06   -9.7467e-07   9.7467e-07   3.5455e-07   -3.5455e-07   -6.1798e-08   6.1798e-08   -5.4535e-07   5.4535e-07   3.7994e-09   -3.7994e-09   -4.8955e-11   4.8955e-11   3.7094e-07   -3.7094e-07   -3.8507e-07   3.8507e-07   2.9801e-08   -2.9801e-08   3.3997e-06   -3.3997e-06   5.3141e-06   -5.3141e-06   1.9068e-08   -1.9068e-08   5.998e-09   -5.998e-09   1.9969e-06   -1.9969e-06   9.7411e-10   -9.7411e-10   -3.5958e-11   3.5958e-11   -1.8989e-06   1.8989e-06   1.5765e-08   -1.5765e-08   2.7718e-07   -2.7718e-07   1.2366e-06   -1.2366e-06   8.724e-07   -8.724e-07   7.1432e-06   -7.1432e-06   2.179e-06   -2.179e-06   7.7019e-07   -7.7019e-07
2369.0   2238.0   2500.0   6.1275e-05   4.6041e-06   -4.6041e-06   1.3898e-06   -1.3898e-06   8.6263e-07   -8.6263e-07   -3.5618e-09   3.5618e-09   -9.5962e-07   9.5962e-07   -3.8698e-07   3.8698e-07   -3.7552e-07   3.7552e-07   1.2472e-07   -1.2472e-07   -4.9848e-08   4.9848e-08   -2.0777e-07   2.0777e-07   1.9333e-09   -1.9333e-09   -2.2027e-11   2.2027e-11   1.6739e-07   -1.6739e-07   -1.1211e-07   1.1211e-07   -6.6579e-09   6.6579e-09   1.2646e-06   -1.2646e-06   2.0649e-06   -2.0649e-06   1.0375e-08   -1.0375e-08   3.2212e-09   -3.2212e-09   7.1719e-07   -7.1719e-07   3.8023e-10   -3.8023e-10   -1.5699e-11   1.5699e-11   -7.5068e-07   7.5068e-07   8.4706e-09   -8.4706e-09   9.7384e-08   -9.7384e-08   4.4546e-07   -4.4546e-07   3.2489e-07   -3.2489e-07   2.5333e-06   -2.5333e-06   7.353e-07   -7.353e-07   1.8874e-07   -1.8874e-07
2643.5   2500.0   2787.0   1.9348e-05   2.4809e-06   -2.4809e-06   4.6234e-07   -4.6234e-07   2.8823e-07   -2.8823e-07   -1.6681e-09   1.6681e-09   -3.5207e-07   3.5207e-07   -1.282e-07   1.282e-07   -1.3559e-07   1.3559e-07   4.0897e-08   -4.0897e-08   -2.6855e-08   2.6855e-08   -7.3309e-08   7.3309e-08   8.7251e-10   -8.7251e-10   -9.0886e-12   9.0886e-12   6.78e-08   -6.78e-08   -1.9309e-08   1.9309e-08   -7.5127e-09   7.5127e-09   4.4261e-07   -4.4261e-07   7.4755e-07   -7.4755e-07   4.8927e-09   -4.8927e-09   1.5052e-09   -1.5052e-09   2.4027e-07   -2.4027e-07   1.372e-10   -1.372e-10   -6.4051e-12   6.4051e-12   -2.7442e-07   2.7442e-07   3.9656e-09   -3.9656e-09   3.1997e-08   -3.1997e-08   1.4982e-07   -1.4982e-07   1.1282e-07   -1.1282e-07   8.4108e-07   -8.4108e-07   2.3218e-07   -2.3218e-07   1.3312e-07   -1.3312e-07
2945.0   2787.0   3103.0   4.6008e-06   1.2423e-06   -1.2423e-06   1.1593e-07   -1.1593e-07   7.2599e-08   -7.2599e-08   -5.5898e-10   5.5898e-10   -9.5637e-08   9.5637e-08   -3.1892e-08   3.1892e-08   -3.6849e-08   3.6849e-08   1.0062e-08   -1.0062e-08   -9.5514e-09   9.5514e-09   -1.9313e-08   1.9313e-08   2.8494e-10   -2.8494e-10   -2.7706e-12   2.7706e-12   2.007e-08   -2.007e-08   1.7347e-09   -1.7347e-09   -3.4009e-09   3.4009e-09   1.1718e-07   -1.1718e-07   2.0305e-07   -2.0305e-07   1.6483e-09   -1.6483e-09   5.0364e-10   -5.0364e-10   6.0451e-08   -6.0451e-08   3.69e-11   -3.69e-11   -1.9532e-12   1.9532e-12   -7.4847e-08   7.4847e-08   1.3297e-09   -1.3297e-09   7.9122e-09   -7.9122e-09   3.7874e-08   -3.7874e-08   2.9412e-08   -2.9412e-08   2.1036e-07   -2.1036e-07   5.5209e-08   -5.5209e-08   1.2165e-08   -1.2165e-08
