115.0   97.0   133.0   14739.0   67.926   -67.926   171.01   -171.01   110.69   -110.69   -0.86401   0.86401   474.51   -474.51   32.639   -32.639   -191.07   191.07   17.326   -17.326   100.69   -100.69   13.514   -13.514   0.54805   -0.54805   0.018863   -0.018863   22.997   -22.997   -41.296   41.296   -34.475   34.475   116.19   -116.19   -190.42   190.42   2.4821   -2.4821   0.9535   -0.9535   -14.384   14.384   -0.07035   0.07035   0.01649   -0.01649   192.94   -192.94   1.9788   -1.9788   12.382   -12.382   -44.998   44.998   -16.756   16.756   222.98   -222.98   176.87   -176.87   258.97   -258.97
153.5   133.0   174.0   3236.1   18.521   -18.521   39.042   -39.042   24.091   -24.091   -0.032275   0.032275   89.665   -89.665   4.5415   -4.5415   -34.662   34.662   3.0386   -3.0386   16.5   -16.5   3.4296   -3.4296   0.038083   -0.038083   0.0023834   -0.0023834   4.2372   -4.2372   -14.677   14.677   -3.776   3.776   25.937   -25.937   -32.734   32.734   0.071735   -0.071735   0.05292   -0.05292   -1.0917   1.0917   -0.0096859   0.0096859   0.0024459   -0.0024459   36.553   -36.553   0.056974   -0.056974   2.6728   -2.6728   -5.9821   5.9821   -1.9316   1.9316   56.017   -56.017   38.833   -38.833   11.301   -11.301
197.0   174.0   220.0   860.53   4.0039   -4.0039   10.737   -10.737   6.4907   -6.4907   0.0054826   -0.0054826   21.119   -21.119   0.60414   -0.60414   -7.7553   7.7553   0.70561   -0.70561   3.5544   -3.5544   0.98269   -0.98269   0.0036332   -0.0036332   0.00033054   -0.00033054   0.83479   -0.83479   -5.5191   5.5191   -0.47245   0.47245   7.2454   -7.2454   -6.8872   6.8872   -0.02171   0.02171   -0.0027377   0.0027377   0.32033   -0.32033   -0.0017252   0.0017252   0.00042404   -0.00042404   8.3959   -8.3959   -0.017468   0.017468   0.71277   -0.71277   -0.78396   0.78396   -0.18237   0.18237   16.252   -16.252   10.326   -10.326   2.7668   -2.7668
246.0   220.0   272.0   257.43   1.3577   -1.3577   3.3032   -3.3032   2.0024   -2.0024   0.0023581   -0.0023581   5.5896   -5.5896   0.019894   -0.019894   -1.9806   1.9806   0.19904   -0.19904   0.86994   -0.86994   0.28936   -0.28936   -0.00088765   0.00088765   4.3615e-05   -4.3615e-05   0.16021   -0.16021   -1.9782   1.9782   -0.053505   0.053505   2.2543   -2.2543   -1.5507   1.5507   -0.008084   0.008084   -0.0014271   0.0014271   0.25997   -0.25997   -0.00043103   0.00043103   7.8914e-05   -7.8914e-05   2.1839   -2.1839   -0.0065147   0.0065147   0.21669   -0.21669   -0.049259   0.049259   0.025499   -0.025499   5.1837   -5.1837   3.0891   -3.0891   0.99263   -0.99263
301.0   272.0   330.0   85.387   0.35447   -0.35447   1.1213   -1.1213   0.68013   -0.68013   0.00058151   -0.00058151   1.6313   -1.6313   -0.043874   0.043874   -0.56824   0.56824   0.066055   -0.066055   0.23771   -0.23771   0.086708   -0.086708   -0.0002344   0.0002344   5.4869e-06   -5.4869e-06   0.025362   -0.025362   -0.72715   0.72715   -0.0040381   0.0040381   0.77432   -0.77432   -0.34925   0.34925   -0.0018951   0.0018951   -0.00039396   0.00039396   0.14108   -0.14108   -0.00011615   0.00011615   1.7242e-05   -1.7242e-05   0.61845   -0.61845   -0.0015359   0.0015359   0.074323   -0.074323   0.044091   -0.044091   0.030899   -0.030899   1.818   -1.818   1.0246   -1.0246   0.30841   -0.30841
362.5   330.0   395.0   29.655   0.10418   -0.10418   0.39797   -0.39797   0.24127   -0.24127   9.6936e-05   -9.6936e-05   0.49361   -0.49361   -0.030599   0.030599   -0.17295   0.17295   0.023903   -0.023903   0.068874   -0.068874   0.025124   -0.025124   -6.2197e-05   6.2197e-05   -2.0063e-06   2.0063e-06   0.00035651   -0.00035651   -0.25878   0.25878   0.0047477   -0.0047477   0.2815   -0.2815   -0.069373   0.069373   -0.00028783   0.00028783   -6.4798e-05   6.4798e-05   0.068132   -0.068132   -3.1415e-05   3.1415e-05   3.4143e-06   -3.4143e-06   0.1788   -0.1788   -0.00023679   0.00023679   0.027036   -0.027036   0.032497   -0.032497   0.01786   -0.01786   0.67005   -0.67005   0.35586   -0.35586   0.12983   -0.12983
431.5   395.0   468.0   10.995   0.037193   -0.037193   0.15089   -0.15089   0.091388   -0.091388   3.4854e-06   -3.4854e-06   0.15694   -0.15694   -0.016681   0.016681   -0.056937   0.056937   0.0094675   -0.0094675   0.021658   -0.021658   0.0070128   -0.0070128   1.6386e-05   -1.6386e-05   -1.1834e-06   1.1834e-06   -0.0028157   0.0028157   -0.084253   0.084253   0.0025921   -0.0025921   0.10888   -0.10888   -0.006512   0.006512   1.4978e-05   -1.4978e-05   -2.756e-06   2.756e-06   0.032423   -0.032423   -8.435e-06   8.435e-06   5.0969e-07   -5.0969e-07   0.053116   -0.053116   1.6574e-05   -1.6574e-05   0.01045   -0.01045   0.017844   -0.017844   0.0091878   -0.0091878   0.2619   -0.2619   0.13194   -0.13194   0.045037   -0.045037
508.0   468.0   548.0   4.1893   0.014241   -0.014241   0.058875   -0.058875   0.035626   -0.035626   -5.5437e-06   5.5437e-06   0.050175   -0.050175   -0.0082589   0.0082589   -0.019559   0.019559   0.0039022   -0.0039022   0.0071488   -0.0071488   0.0017065   -0.0017065   3.8608e-06   -3.8608e-06   -4.9375e-07   4.9375e-07   -0.0018502   0.0018502   -0.026989   0.026989   0.0012289   -0.0012289   0.043014   -0.043014   0.0055004   -0.0055004   2.7495e-05   -2.7495e-05   5.0392e-06   -5.0392e-06   0.01508   -0.01508   -2.0298e-06   2.0298e-06   -1.6946e-07   1.6946e-07   0.01531   -0.01531   2.2073e-05   -2.2073e-05   0.0041333   -0.0041333   0.0088319   -0.0088319   0.0044784   -0.0044784   0.10459   -0.10459   0.050271   -0.050271   0.016787   -0.016787
593.0   548.0   638.0   1.658   0.0051275   -0.0051275   0.023917   -0.023917   0.014463   -0.014463   -2.6101e-06   2.6101e-06   0.016119   -0.016119   -0.0039823   0.0039823   -0.0070934   0.0070934   0.0016793   -0.0016793   0.0025169   -0.0025169   0.00029263   -0.00029263   1.3663e-06   -1.3663e-06   -1.7948e-07   1.7948e-07   -0.00094206   0.00094206   -0.0088179   0.0088179   0.00056887   -0.00056887   0.017592   -0.017592   0.0050742   -0.0050742   1.3128e-05   -1.3128e-05   2.1419e-06   -2.1419e-06   0.0070519   -0.0070519   -3.4598e-07   3.4598e-07   -1.096e-07   1.096e-07   0.0041315   -0.0041315   1.0891e-05   -1.0891e-05   0.0016928   -0.0016928   0.0042537   -0.0042537   0.002172   -0.002172   0.043199   -0.043199   0.019896   -0.019896   0.0062635   -0.0062635
687.5   638.0   737.0   0.66639   0.0020376   -0.0020376   0.0098946   -0.0098946   0.0059822   -0.0059822   -4.5016e-07   4.5016e-07   0.0049878   -0.0049878   -0.0018782   0.0018782   -0.0026583   0.0026583   0.00073435   -0.00073435   0.00091218   -0.00091218   -7.6326e-05   7.6326e-05   2.849e-07   -2.849e-07   -5.7488e-08   5.7488e-08   -0.00042198   0.00042198   -0.0030625   0.0030625   0.00025927   -0.00025927   0.0073017   -0.0073017   0.0032426   -0.0032426   3.6189e-06   -3.6189e-06   2.9179e-07   -2.9179e-07   0.0032729   -0.0032729   1.6918e-07   -1.6918e-07   -5.3085e-08   5.3085e-08   0.00089135   -0.00089135   3.2293e-06   -3.2293e-06   0.00070225   -0.00070225   0.0020127   -0.0020127   0.0010423   -0.0010423   0.018058   -0.018058   0.0079967   -0.0079967   0.0020195   -0.0020195
