#: table_doi: 10.17182/hepdata.115022.v2/t36
#: name: ak7_correlations_y3_y4
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.0 < |y| < 1.5$and $1.5 < |y| < 2.0$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y3_y4.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
1892.0   1784.0   2000.0   1034.0   967.0   1101.0   0.00030024
1892.0   1784.0   2000.0   1174.5   1101.0   1248.0   -0.00014964
1892.0   1784.0   2000.0   1329.0   1248.0   1410.0   0.001595
1892.0   1784.0   2000.0   1499.0   1410.0   1588.0   -0.006446
2119.0   2000.0   2238.0   115.0   97.0   133.0   1.3655e-06
2119.0   2000.0   2238.0   153.5   133.0   174.0   -5.9878e-07
2119.0   2000.0   2238.0   197.0   174.0   220.0   2.0353e-07
2119.0   2000.0   2238.0   246.0   220.0   272.0   -1.7128e-07
2119.0   2000.0   2238.0   301.0   272.0   330.0   6.8165e-07
2119.0   2000.0   2238.0   362.5   330.0   395.0   -6.3923e-07
2119.0   2000.0   2238.0   431.5   395.0   468.0   5.9554e-06
2119.0   2000.0   2238.0   508.0   468.0   548.0   7.0868e-06
2119.0   2000.0   2238.0   593.0   548.0   638.0   -2.0443e-05
2119.0   2000.0   2238.0   687.5   638.0   737.0   2.6964e-05
2119.0   2000.0   2238.0   791.5   737.0   846.0   -9.0282e-05
2119.0   2000.0   2238.0   906.5   846.0   967.0   0.00012564
2119.0   2000.0   2238.0   1034.0   967.0   1101.0   -0.00055959
2119.0   2000.0   2238.0   1174.5   1101.0   1248.0   0.0012884
2119.0   2000.0   2238.0   1329.0   1248.0   1410.0   -0.0038261
2119.0   2000.0   2238.0   1499.0   1410.0   1588.0   0.011899
