#: table_doi: 10.17182/hepdata.115022.v2/t27
#: name: ak7_correlations_y1_y3
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $|y| < 0.5$and $1.0 < |y| < 1.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y1_y3.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
2369.0   2238.0   2500.0   791.5   737.0   846.0   2.3128e-05
2369.0   2238.0   2500.0   906.5   846.0   967.0   2.9566e-05
2369.0   2238.0   2500.0   1034.0   967.0   1101.0   0.00018724
2369.0   2238.0   2500.0   1174.5   1101.0   1248.0   -0.00013808
2369.0   2238.0   2500.0   1329.0   1248.0   1410.0   0.00037778
2369.0   2238.0   2500.0   1499.0   1410.0   1588.0   0.00018791
2369.0   2238.0   2500.0   1686.0   1588.0   1784.0   0.00055363
2369.0   2238.0   2500.0   1892.0   1784.0   2000.0   0.0048428
2369.0   2238.0   2500.0   2119.0   2000.0   2238.0   0.0007115
2643.5   2500.0   2787.0   115.0   97.0   133.0   -3.3199e-07
2643.5   2500.0   2787.0   153.5   133.0   174.0   1.3004e-07
2643.5   2500.0   2787.0   197.0   174.0   220.0   4.9953e-08
2643.5   2500.0   2787.0   246.0   220.0   272.0   -2.1357e-08
2643.5   2500.0   2787.0   301.0   272.0   330.0   1.4245e-07
2643.5   2500.0   2787.0   362.5   330.0   395.0   -5.8656e-07
2643.5   2500.0   2787.0   431.5   395.0   468.0   8.2261e-07
2643.5   2500.0   2787.0   508.0   468.0   548.0   3.2897e-06
2643.5   2500.0   2787.0   593.0   548.0   638.0   -1.4308e-05
2643.5   2500.0   2787.0   687.5   638.0   737.0   2.4074e-05
2643.5   2500.0   2787.0   791.5   737.0   846.0   -5.7188e-05
2643.5   2500.0   2787.0   906.5   846.0   967.0   8.8179e-05
2643.5   2500.0   2787.0   1034.0   967.0   1101.0   -0.00012962
2643.5   2500.0   2787.0   1174.5   1101.0   1248.0   0.00012094
2643.5   2500.0   2787.0   1329.0   1248.0   1410.0   -0.00017907
2643.5   2500.0   2787.0   1499.0   1410.0   1588.0   5.6238e-05
2643.5   2500.0   2787.0   1686.0   1588.0   1784.0   -0.0002263
2643.5   2500.0   2787.0   1892.0   1784.0   2000.0   -0.0017773
2643.5   2500.0   2787.0   2119.0   2000.0   2238.0   0.0012421
2945.0   2787.0   3103.0   115.0   97.0   133.0   -1.517e-06
2945.0   2787.0   3103.0   153.5   133.0   174.0   7.3249e-07
2945.0   2787.0   3103.0   197.0   174.0   220.0   -2.7933e-07
2945.0   2787.0   3103.0   246.0   220.0   272.0   2.6772e-07
2945.0   2787.0   3103.0   301.0   272.0   330.0   -3.8385e-07
2945.0   2787.0   3103.0   362.5   330.0   395.0   9.8512e-07
2945.0   2787.0   3103.0   431.5   395.0   468.0   -1.9306e-06
2945.0   2787.0   3103.0   508.0   468.0   548.0   3.5551e-06
2945.0   2787.0   3103.0   593.0   548.0   638.0   -6.5849e-06
2945.0   2787.0   3103.0   687.5   638.0   737.0   1.551e-05
2945.0   2787.0   3103.0   791.5   737.0   846.0   -2.9938e-05
2945.0   2787.0   3103.0   906.5   846.0   967.0   7.0884e-05
2945.0   2787.0   3103.0   1034.0   967.0   1101.0   -0.00019247
2945.0   2787.0   3103.0   1174.5   1101.0   1248.0   0.00046062
2945.0   2787.0   3103.0   1329.0   1248.0   1410.0   -2.4587e-06
2945.0   2787.0   3103.0   1499.0   1410.0   1588.0   -0.00013368
2945.0   2787.0   3103.0   1686.0   1588.0   1784.0   0.00024479
2945.0   2787.0   3103.0   1892.0   1784.0   2000.0   0.0012903
2945.0   2787.0   3103.0   2119.0   2000.0   2238.0   -0.00090319
