#: table_doi: 10.17182/hepdata.115022.v2/t33
#: name: ak7_correlations_y3_y1
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.0 < |y| < 1.5$and $|y| < 0.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y3_y1.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
1174.5   1101.0   1248.0   115.0   97.0   133.0   -4.3739e-05
1174.5   1101.0   1248.0   153.5   133.0   174.0   1.7718e-05
1174.5   1101.0   1248.0   197.0   174.0   220.0   3.2644e-07
1174.5   1101.0   1248.0   246.0   220.0   272.0   8.9332e-06
1174.5   1101.0   1248.0   301.0   272.0   330.0   -7.3885e-06
1174.5   1101.0   1248.0   362.5   330.0   395.0   7.2345e-06
1174.5   1101.0   1248.0   431.5   395.0   468.0   5.0561e-05
1174.5   1101.0   1248.0   508.0   468.0   548.0   -4.0432e-05
1174.5   1101.0   1248.0   593.0   548.0   638.0   0.00018571
1174.5   1101.0   1248.0   687.5   638.0   737.0   -0.00012844
1174.5   1101.0   1248.0   791.5   737.0   846.0   0.0012231
1174.5   1101.0   1248.0   906.5   846.0   967.0   0.00068309
1174.5   1101.0   1248.0   1034.0   967.0   1101.0   0.0069485
1174.5   1101.0   1248.0   1174.5   1101.0   1248.0   0.041014
1174.5   1101.0   1248.0   1329.0   1248.0   1410.0   0.0066363
1174.5   1101.0   1248.0   1499.0   1410.0   1588.0   0.001667
1174.5   1101.0   1248.0   1686.0   1588.0   1784.0   0.0011707
1174.5   1101.0   1248.0   1892.0   1784.0   2000.0   -7.1328e-05
1174.5   1101.0   1248.0   2119.0   2000.0   2238.0   0.0001522
1174.5   1101.0   1248.0   2369.0   2238.0   2500.0   -0.00013808
1174.5   1101.0   1248.0   2643.5   2500.0   2787.0   0.00012094
