#: table_doi: 10.17182/hepdata.115022.v2/t28
#: name: ak7_correlations_y1_y4
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $|y| < 0.5$and $1.5 < |y| < 2.0$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y1_y4.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
246.0   220.0   272.0   362.5   330.0   395.0   0.0032691
246.0   220.0   272.0   431.5   395.0   468.0   -0.0012011
246.0   220.0   272.0   508.0   468.0   548.0   0.00035765
246.0   220.0   272.0   593.0   548.0   638.0   -3.6529e-05
246.0   220.0   272.0   687.5   638.0   737.0   1.1789e-05
246.0   220.0   272.0   791.5   737.0   846.0   -4.086e-06
246.0   220.0   272.0   906.5   846.0   967.0   2.0109e-06
246.0   220.0   272.0   1034.0   967.0   1101.0   4.7121e-07
246.0   220.0   272.0   1174.5   1101.0   1248.0   -7.0443e-07
246.0   220.0   272.0   1329.0   1248.0   1410.0   4.51e-07
246.0   220.0   272.0   1499.0   1410.0   1588.0   -8.977e-08
301.0   272.0   330.0   115.0   97.0   133.0   -0.00029176
301.0   272.0   330.0   153.5   133.0   174.0   0.00046837
301.0   272.0   330.0   197.0   174.0   220.0   -0.0012641
301.0   272.0   330.0   246.0   220.0   272.0   -0.0083268
301.0   272.0   330.0   301.0   272.0   330.0   0.026799
301.0   272.0   330.0   362.5   330.0   395.0   -0.006749
301.0   272.0   330.0   431.5   395.0   468.0   0.0034147
301.0   272.0   330.0   508.0   468.0   548.0   -0.00064433
301.0   272.0   330.0   593.0   548.0   638.0   0.00010007
301.0   272.0   330.0   687.5   638.0   737.0   -2.1808e-05
301.0   272.0   330.0   791.5   737.0   846.0   1.7518e-05
301.0   272.0   330.0   906.5   846.0   967.0   -2.7456e-06
301.0   272.0   330.0   1034.0   967.0   1101.0   1.8462e-06
301.0   272.0   330.0   1174.5   1101.0   1248.0   3.9612e-06
301.0   272.0   330.0   1329.0   1248.0   1410.0   -7.1063e-07
301.0   272.0   330.0   1499.0   1410.0   1588.0   5.8623e-07
362.5   330.0   395.0   115.0   97.0   133.0   0.00035285
362.5   330.0   395.0   153.5   133.0   174.0   -0.00026194
362.5   330.0   395.0   197.0   174.0   220.0   0.00076179
362.5   330.0   395.0   246.0   220.0   272.0   0.0039768
362.5   330.0   395.0   301.0   272.0   330.0   -0.0074516
362.5   330.0   395.0   362.5   330.0   395.0   0.016024
362.5   330.0   395.0   431.5   395.0   468.0   -0.0024175
362.5   330.0   395.0   508.0   468.0   548.0   0.0013124
362.5   330.0   395.0   593.0   548.0   638.0   0.00017698
362.5   330.0   395.0   687.5   638.0   737.0   -5.6041e-05
362.5   330.0   395.0   791.5   737.0   846.0   5.2205e-05
362.5   330.0   395.0   906.5   846.0   967.0   -7.9985e-06
362.5   330.0   395.0   1034.0   967.0   1101.0   1.8068e-05
362.5   330.0   395.0   1174.5   1101.0   1248.0   -6.608e-06
362.5   330.0   395.0   1329.0   1248.0   1410.0   5.986e-06
362.5   330.0   395.0   1499.0   1410.0   1588.0   -7.9594e-07
431.5   395.0   468.0   115.0   97.0   133.0   5.0206e-05
431.5   395.0   468.0   153.5   133.0   174.0   3.7485e-05
431.5   395.0   468.0   197.0   174.0   220.0   -0.00023808
431.5   395.0   468.0   246.0   220.0   272.0   -0.0015225
431.5   395.0   468.0   301.0   272.0   330.0   0.003619
431.5   395.0   468.0   362.5   330.0   395.0   -0.0028543
431.5   395.0   468.0   431.5   395.0   468.0   0.014989
431.5   395.0   468.0   508.0   468.0   548.0   0.0025343
431.5   395.0   468.0   593.0   548.0   638.0   -0.0013714
431.5   395.0   468.0   687.5   638.0   737.0   0.00064277
431.5   395.0   468.0   791.5   737.0   846.0   -0.00017701
431.5   395.0   468.0   906.5   846.0   967.0   0.00012378
431.5   395.0   468.0   1034.0   967.0   1101.0   -3.1431e-05
431.5   395.0   468.0   1174.5   1101.0   1248.0   3.9699e-05
431.5   395.0   468.0   1329.0   1248.0   1410.0   -1.0555e-05
431.5   395.0   468.0   1499.0   1410.0   1588.0   6.1432e-06
508.0   468.0   548.0   115.0   97.0   133.0   0.00015048
508.0   468.0   548.0   153.5   133.0   174.0   -8.2825e-05
508.0   468.0   548.0   197.0   174.0   220.0   0.00015459
508.0   468.0   548.0   246.0   220.0   272.0   0.0005256
508.0   468.0   548.0   301.0   272.0   330.0   -0.0008804
508.0   468.0   548.0   362.5   330.0   395.0   0.001494
508.0   468.0   548.0   431.5   395.0   468.0   0.002033
508.0   468.0   548.0   508.0   468.0   548.0   0.013817
508.0   468.0   548.0   593.0   548.0   638.0   0.0023545
508.0   468.0   548.0   687.5   638.0   737.0   -0.00074159
508.0   468.0   548.0   791.5   737.0   846.0   0.00053651
508.0   468.0   548.0   906.5   846.0   967.0   -0.00013053
508.0   468.0   548.0   1034.0   967.0   1101.0   0.00013912
508.0   468.0   548.0   1174.5   1101.0   1248.0   -4.6299e-05
508.0   468.0   548.0   1329.0   1248.0   1410.0   3.5416e-05
508.0   468.0   548.0   1499.0   1410.0   1588.0   -4.3196e-06
593.0   548.0   638.0   115.0   97.0   133.0   7.5031e-05
593.0   548.0   638.0   153.5   133.0   174.0   -1.7914e-05
593.0   548.0   638.0   197.0   174.0   220.0   -5.8267e-05
593.0   548.0   638.0   246.0   220.0   272.0   -0.00014221
593.0   548.0   638.0   301.0   272.0   330.0   0.00024404
593.0   548.0   638.0   362.5   330.0   395.0   -1.9668e-06
593.0   548.0   638.0   431.5   395.0   468.0   -0.0010862
593.0   548.0   638.0   508.0   468.0   548.0   0.0018658
593.0   548.0   638.0   593.0   548.0   638.0   0.0052626
593.0   548.0   638.0   687.5   638.0   737.0   0.00019495
593.0   548.0   638.0   791.5   737.0   846.0   0.00065631
593.0   548.0   638.0   906.5   846.0   967.0   0.00034591
593.0   548.0   638.0   1034.0   967.0   1101.0   5.2598e-06
593.0   548.0   638.0   1174.5   1101.0   1248.0   0.00017912
593.0   548.0   638.0   1329.0   1248.0   1410.0   -5.5389e-05
593.0   548.0   638.0   1499.0   1410.0   1588.0   3.6627e-05
687.5   638.0   737.0   115.0   97.0   133.0   0.00010773
687.5   638.0   737.0   153.5   133.0   174.0   -4.9217e-05
687.5   638.0   737.0   197.0   174.0   220.0   3.6776e-05
687.5   638.0   737.0   246.0   220.0   272.0   4.9568e-05
687.5   638.0   737.0   301.0   272.0   330.0   -8.2638e-05
687.5   638.0   737.0   362.5   330.0   395.0   1.4377e-05
687.5   638.0   737.0   431.5   395.0   468.0   0.00055345
687.5   638.0   737.0   508.0   468.0   548.0   -0.00059722
687.5   638.0   737.0   593.0   548.0   638.0   7.5313e-05
687.5   638.0   737.0   687.5   638.0   737.0   0.008059
687.5   638.0   737.0   791.5   737.0   846.0   0.0018959
687.5   638.0   737.0   906.5   846.0   967.0   0.00043419
687.5   638.0   737.0   1034.0   967.0   1101.0   0.00061405
687.5   638.0   737.0   1174.5   1101.0   1248.0   -0.00013517
687.5   638.0   737.0   1329.0   1248.0   1410.0   0.00021529
687.5   638.0   737.0   1499.0   1410.0   1588.0   -7.9025e-05
791.5   737.0   846.0   115.0   97.0   133.0   6.8337e-05
791.5   737.0   846.0   153.5   133.0   174.0   -2.5979e-05
791.5   737.0   846.0   197.0   174.0   220.0   -2.4685e-06
791.5   737.0   846.0   246.0   220.0   272.0   -2.163e-05
791.5   737.0   846.0   301.0   272.0   330.0   3.8092e-05
791.5   737.0   846.0   362.5   330.0   395.0   2.6223e-05
791.5   737.0   846.0   431.5   395.0   468.0   -0.00015476
791.5   737.0   846.0   508.0   468.0   548.0   0.00049594
791.5   737.0   846.0   593.0   548.0   638.0   0.00063732
791.5   737.0   846.0   687.5   638.0   737.0   0.0020841
791.5   737.0   846.0   791.5   737.0   846.0   0.013659
791.5   737.0   846.0   906.5   846.0   967.0   0.0031468
791.5   737.0   846.0   1034.0   967.0   1101.0   0.00032062
791.5   737.0   846.0   1174.5   1101.0   1248.0   0.00096962
791.5   737.0   846.0   1329.0   1248.0   1410.0   -0.00035065
791.5   737.0   846.0   1499.0   1410.0   1588.0   0.00027033
906.5   846.0   967.0   115.0   97.0   133.0   6.4564e-05
906.5   846.0   967.0   153.5   133.0   174.0   -2.7168e-05
906.5   846.0   967.0   197.0   174.0   220.0   1.0712e-05
906.5   846.0   967.0   246.0   220.0   272.0   5.4051e-06
906.5   846.0   967.0   301.0   272.0   330.0   -6.335e-06
906.5   846.0   967.0   362.5   330.0   395.0   3.4682e-06
906.5   846.0   967.0   431.5   395.0   468.0   0.00012686
906.5   846.0   967.0   508.0   468.0   548.0   -9.0905e-05
906.5   846.0   967.0   593.0   548.0   638.0   0.00035916
906.5   846.0   967.0   687.5   638.0   737.0   0.00041716
906.5   846.0   967.0   791.5   737.0   846.0   0.0038082
906.5   846.0   967.0   906.5   846.0   967.0   0.019918
906.5   846.0   967.0   1034.0   967.0   1101.0   0.0042064
906.5   846.0   967.0   1174.5   1101.0   1248.0   0.00019586
906.5   846.0   967.0   1329.0   1248.0   1410.0   0.00099306
906.5   846.0   967.0   1499.0   1410.0   1588.0   -0.0001258
1034.0   967.0   1101.0   115.0   97.0   133.0   4.0433e-05
1034.0   967.0   1101.0   153.5   133.0   174.0   -1.6175e-05
1034.0   967.0   1101.0   197.0   174.0   220.0   2.8015e-06
1034.0   967.0   1101.0   246.0   220.0   272.0   -3.0144e-06
1034.0   967.0   1101.0   301.0   272.0   330.0   6.7637e-06
1034.0   967.0   1101.0   362.5   330.0   395.0   1.8804e-05
1034.0   967.0   1101.0   431.5   395.0   468.0   -2.4052e-05
1034.0   967.0   1101.0   508.0   468.0   548.0   0.00016638
1034.0   967.0   1101.0   593.0   548.0   638.0   -1.3519e-05
1034.0   967.0   1101.0   687.5   638.0   737.0   0.00096962
1034.0   967.0   1101.0   791.5   737.0   846.0   -8.6602e-05
1034.0   967.0   1101.0   906.5   846.0   967.0   0.0056328
1034.0   967.0   1101.0   1034.0   967.0   1101.0   0.023741
1034.0   967.0   1101.0   1174.5   1101.0   1248.0   0.0050222
1034.0   967.0   1101.0   1329.0   1248.0   1410.0   -0.0010337
1034.0   967.0   1101.0   1499.0   1410.0   1588.0   0.00048534
1174.5   1101.0   1248.0   115.0   97.0   133.0   2.8117e-05
1174.5   1101.0   1248.0   153.5   133.0   174.0   -1.1589e-05
1174.5   1101.0   1248.0   197.0   174.0   220.0   3.7666e-06
1174.5   1101.0   1248.0   246.0   220.0   272.0   -4.3819e-09
1174.5   1101.0   1248.0   301.0   272.0   330.0   1.8602e-06
1174.5   1101.0   1248.0   362.5   330.0   395.0   2.3173e-06
1174.5   1101.0   1248.0   431.5   395.0   468.0   3.4743e-05
1174.5   1101.0   1248.0   508.0   468.0   548.0   -9.1661e-06
1174.5   1101.0   1248.0   593.0   548.0   638.0   0.00017241
1174.5   1101.0   1248.0   687.5   638.0   737.0   2.2661e-06
1174.5   1101.0   1248.0   791.5   737.0   846.0   0.0011936
1174.5   1101.0   1248.0   906.5   846.0   967.0   -0.00024871
1174.5   1101.0   1248.0   1034.0   967.0   1101.0   0.006234
1174.5   1101.0   1248.0   1174.5   1101.0   1248.0   0.022107
1174.5   1101.0   1248.0   1329.0   1248.0   1410.0   0.0041818
1174.5   1101.0   1248.0   1499.0   1410.0   1588.0   -0.00030838
1329.0   1248.0   1410.0   115.0   97.0   133.0   1.6969e-05
1329.0   1248.0   1410.0   153.5   133.0   174.0   -6.8537e-06
1329.0   1248.0   1410.0   197.0   174.0   220.0   1.7752e-06
1329.0   1248.0   1410.0   246.0   220.0   272.0   -6.9217e-07
1329.0   1248.0   1410.0   301.0   272.0   330.0   2.5693e-06
1329.0   1248.0   1410.0   362.5   330.0   395.0   6.5313e-06
1329.0   1248.0   1410.0   431.5   395.0   468.0   -1.5984e-06
1329.0   1248.0   1410.0   508.0   468.0   548.0   4.8407e-05
1329.0   1248.0   1410.0   593.0   548.0   638.0   -1.6218e-06
1329.0   1248.0   1410.0   687.5   638.0   737.0   0.00023348
1329.0   1248.0   1410.0   791.5   737.0   846.0   -0.00010949
1329.0   1248.0   1410.0   906.5   846.0   967.0   0.0014163
1329.0   1248.0   1410.0   1034.0   967.0   1101.0   3.2237e-05
1329.0   1248.0   1410.0   1174.5   1101.0   1248.0   0.0054929
1329.0   1248.0   1410.0   1329.0   1248.0   1410.0   0.017271
1329.0   1248.0   1410.0   1499.0   1410.0   1588.0   0.00018211
1499.0   1410.0   1588.0   115.0   97.0   133.0   1.2578e-05
1499.0   1410.0   1588.0   153.5   133.0   174.0   -5.1429e-06
1499.0   1410.0   1588.0   197.0   174.0   220.0   1.5002e-06
1499.0   1410.0   1588.0   246.0   220.0   272.0   -3.0306e-07
1499.0   1410.0   1588.0   301.0   272.0   330.0   1.3497e-06
1499.0   1410.0   1588.0   362.5   330.0   395.0   5.5989e-08
1499.0   1410.0   1588.0   431.5   395.0   468.0   1.4444e-05
1499.0   1410.0   1588.0   508.0   468.0   548.0   -1.0479e-05
1499.0   1410.0   1588.0   593.0   548.0   638.0   8.1123e-05
1499.0   1410.0   1588.0   687.5   638.0   737.0   -6.722e-05
1499.0   1410.0   1588.0   791.5   737.0   846.0   0.00037392
1499.0   1410.0   1588.0   906.5   846.0   967.0   -0.00026905
1499.0   1410.0   1588.0   1034.0   967.0   1101.0   0.0013769
1499.0   1410.0   1588.0   1174.5   1101.0   1248.0   -0.00045676
1499.0   1410.0   1588.0   1329.0   1248.0   1410.0   0.0061358
1499.0   1410.0   1588.0   1499.0   1410.0   1588.0   0.015165
1686.0   1588.0   1784.0   115.0   97.0   133.0   6.5153e-06
1686.0   1588.0   1784.0   153.5   133.0   174.0   -2.6258e-06
1686.0   1588.0   1784.0   197.0   174.0   220.0   7.2623e-07
1686.0   1588.0   1784.0   246.0   220.0   272.0   -7.5376e-08
1686.0   1588.0   1784.0   301.0   272.0   330.0   6.9419e-07
1686.0   1588.0   1784.0   362.5   330.0   395.0   3.0692e-06
1686.0   1588.0   1784.0   431.5   395.0   468.0   -2.0437e-06
1686.0   1588.0   1784.0   508.0   468.0   548.0   1.8657e-05
1686.0   1588.0   1784.0   593.0   548.0   638.0   -7.1045e-06
1686.0   1588.0   1784.0   687.5   638.0   737.0   7.5325e-05
1686.0   1588.0   1784.0   791.5   737.0   846.0   -5.2954e-05
1686.0   1588.0   1784.0   906.5   846.0   967.0   0.00028732
1686.0   1588.0   1784.0   1034.0   967.0   1101.0   -0.00024282
1686.0   1588.0   1784.0   1174.5   1101.0   1248.0   0.0013663
1686.0   1588.0   1784.0   1329.0   1248.0   1410.0   -0.0024377
1686.0   1588.0   1784.0   1499.0   1410.0   1588.0   0.0025767
1892.0   1784.0   2000.0   115.0   97.0   133.0   5.5226e-06
1892.0   1784.0   2000.0   153.5   133.0   174.0   -2.2376e-06
1892.0   1784.0   2000.0   197.0   174.0   220.0   5.2175e-07
1892.0   1784.0   2000.0   246.0   220.0   272.0   8.3453e-08
1892.0   1784.0   2000.0   301.0   272.0   330.0   3.3474e-07
1892.0   1784.0   2000.0   362.5   330.0   395.0   1.2607e-06
1892.0   1784.0   2000.0   431.5   395.0   468.0   3.2415e-06
1892.0   1784.0   2000.0   508.0   468.0   548.0   3.9278e-06
1892.0   1784.0   2000.0   593.0   548.0   638.0   1.399e-05
1892.0   1784.0   2000.0   687.5   638.0   737.0   -3.415e-06
1892.0   1784.0   2000.0   791.5   737.0   846.0   8.781e-05
1892.0   1784.0   2000.0   906.5   846.0   967.0   -2.8766e-05
1892.0   1784.0   2000.0   1034.0   967.0   1101.0   0.00039707
1892.0   1784.0   2000.0   1174.5   1101.0   1248.0   -0.00044575
1892.0   1784.0   2000.0   1329.0   1248.0   1410.0   0.0014576
1892.0   1784.0   2000.0   1499.0   1410.0   1588.0   -0.00021502
2119.0   2000.0   2238.0   115.0   97.0   133.0   2.6527e-06
2119.0   2000.0   2238.0   153.5   133.0   174.0   -1.0547e-06
2119.0   2000.0   2238.0   197.0   174.0   220.0   2.0804e-07
2119.0   2000.0   2238.0   246.0   220.0   272.0   2.724e-08
2119.0   2000.0   2238.0   301.0   272.0   330.0   -3.9882e-07
2119.0   2000.0   2238.0   362.5   330.0   395.0   2.9704e-06
2119.0   2000.0   2238.0   431.5   395.0   468.0   -5.2434e-06
2119.0   2000.0   2238.0   508.0   468.0   548.0   1.5155e-05
2119.0   2000.0   2238.0   593.0   548.0   638.0   -1.414e-05
2119.0   2000.0   2238.0   687.5   638.0   737.0   5.4951e-05
2119.0   2000.0   2238.0   791.5   737.0   846.0   -3.4892e-05
2119.0   2000.0   2238.0   906.5   846.0   967.0   -1.199e-05
2119.0   2000.0   2238.0   1034.0   967.0   1101.0   -1.1134e-05
2119.0   2000.0   2238.0   1174.5   1101.0   1248.0   0.00012453
2119.0   2000.0   2238.0   1329.0   1248.0   1410.0   0.00021389
2119.0   2000.0   2238.0   1499.0   1410.0   1588.0   2.2793e-06
2369.0   2238.0   2500.0   115.0   97.0   133.0   1.8141e-06
2369.0   2238.0   2500.0   153.5   133.0   174.0   -7.5341e-07
2369.0   2238.0   2500.0   197.0   174.0   220.0   2.3998e-07
2369.0   2238.0   2500.0   246.0   220.0   272.0   -1.7282e-07
2369.0   2238.0   2500.0   301.0   272.0   330.0   7.7911e-07
2369.0   2238.0   2500.0   362.5   330.0   395.0   -1.5945e-06
2369.0   2238.0   2500.0   431.5   395.0   468.0   4.5895e-06
2369.0   2238.0   2500.0   508.0   468.0   548.0   -1.414e-05
2369.0   2238.0   2500.0   593.0   548.0   638.0   2.4667e-05
2369.0   2238.0   2500.0   687.5   638.0   737.0   -6.506e-05
2369.0   2238.0   2500.0   791.5   737.0   846.0   8.2167e-05
2369.0   2238.0   2500.0   906.5   846.0   967.0   6.7851e-05
2369.0   2238.0   2500.0   1034.0   967.0   1101.0   -2.8915e-05
2369.0   2238.0   2500.0   1174.5   1101.0   1248.0   -3.4507e-05
2369.0   2238.0   2500.0   1329.0   1248.0   1410.0   -0.00012212
2369.0   2238.0   2500.0   1499.0   1410.0   1588.0   1.7096e-05
2643.5   2500.0   2787.0   115.0   97.0   133.0   1.1028e-07
2643.5   2500.0   2787.0   153.5   133.0   174.0   -1.6785e-08
2643.5   2500.0   2787.0   197.0   174.0   220.0   -3.2532e-08
2643.5   2500.0   2787.0   246.0   220.0   272.0   9.355e-08
2643.5   2500.0   2787.0   301.0   272.0   330.0   -5.6004e-09
2643.5   2500.0   2787.0   362.5   330.0   395.0   1.7341e-06
2643.5   2500.0   2787.0   431.5   395.0   468.0   -4.7134e-06
2643.5   2500.0   2787.0   508.0   468.0   548.0   1.7809e-05
2643.5   2500.0   2787.0   593.0   548.0   638.0   -1.7874e-05
2643.5   2500.0   2787.0   687.5   638.0   737.0   7.6726e-05
2643.5   2500.0   2787.0   791.5   737.0   846.0   -3.5208e-05
2643.5   2500.0   2787.0   906.5   846.0   967.0   -3.4199e-06
2643.5   2500.0   2787.0   1034.0   967.0   1101.0   2.2063e-06
2643.5   2500.0   2787.0   1174.5   1101.0   1248.0   1.6727e-05
2643.5   2500.0   2787.0   1329.0   1248.0   1410.0   4.0648e-05
2643.5   2500.0   2787.0   1499.0   1410.0   1588.0   -1.8908e-06
2945.0   2787.0   3103.0   115.0   97.0   133.0   5.221e-07
2945.0   2787.0   3103.0   153.5   133.0   174.0   -2.1191e-07
2945.0   2787.0   3103.0   197.0   174.0   220.0   4.1288e-08
2945.0   2787.0   3103.0   246.0   220.0   272.0   -1.5773e-08
2945.0   2787.0   3103.0   301.0   272.0   330.0   -9.6762e-08
2945.0   2787.0   3103.0   362.5   330.0   395.0   -1.5816e-07
2945.0   2787.0   3103.0   431.5   395.0   468.0   2.7459e-07
2945.0   2787.0   3103.0   508.0   468.0   548.0   -2.2393e-06
2945.0   2787.0   3103.0   593.0   548.0   638.0   -9.6629e-07
2945.0   2787.0   3103.0   687.5   638.0   737.0   -8.3e-06
2945.0   2787.0   3103.0   791.5   737.0   846.0   6.5833e-07
2945.0   2787.0   3103.0   906.5   846.0   967.0   1.3237e-05
2945.0   2787.0   3103.0   1034.0   967.0   1101.0   -1.0449e-07
2945.0   2787.0   3103.0   1174.5   1101.0   1248.0   -1.5016e-05
2945.0   2787.0   3103.0   1329.0   1248.0   1410.0   -1.1658e-05
2945.0   2787.0   3103.0   1499.0   1410.0   1588.0   -3.653e-06
