#: table_doi: 10.17182/hepdata.115022.v2/t25
#: name: ak7_correlations_y1_y1
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $|y| < 0.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y1_y1.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
1686.0   1588.0   1784.0   153.5   133.0   174.0   1.1989e-05
1686.0   1588.0   1784.0   197.0   174.0   220.0   -1.6577e-07
1686.0   1588.0   1784.0   246.0   220.0   272.0   -2.8698e-06
1686.0   1588.0   1784.0   301.0   272.0   330.0   1.2712e-05
1686.0   1588.0   1784.0   362.5   330.0   395.0   -2.5207e-05
1686.0   1588.0   1784.0   431.5   395.0   468.0   7.92e-05
1686.0   1588.0   1784.0   508.0   468.0   548.0   -0.00017113
1686.0   1588.0   1784.0   593.0   548.0   638.0   0.00053005
1686.0   1588.0   1784.0   687.5   638.0   737.0   -0.0011833
1686.0   1588.0   1784.0   791.5   737.0   846.0   0.0033931
1686.0   1588.0   1784.0   906.5   846.0   967.0   -0.0078875
1686.0   1588.0   1784.0   1034.0   967.0   1101.0   0.021192
1686.0   1588.0   1784.0   1174.5   1101.0   1248.0   -0.052177
1686.0   1588.0   1784.0   1329.0   1248.0   1410.0   0.14409
1686.0   1588.0   1784.0   1499.0   1410.0   1588.0   -0.35954
1686.0   1588.0   1784.0   1686.0   1588.0   1784.0   1.0
1686.0   1588.0   1784.0   1892.0   1784.0   2000.0   -0.36266
1686.0   1588.0   1784.0   2119.0   2000.0   2238.0   0.1351
1686.0   1588.0   1784.0   2369.0   2238.0   2500.0   -0.04584
1686.0   1588.0   1784.0   2643.5   2500.0   2787.0   0.021722
1686.0   1588.0   1784.0   2945.0   2787.0   3103.0   -0.006482
1892.0   1784.0   2000.0   115.0   97.0   133.0   -2.6247e-05
1892.0   1784.0   2000.0   153.5   133.0   174.0   1.0888e-05
1892.0   1784.0   2000.0   197.0   174.0   220.0   -2.6052e-06
1892.0   1784.0   2000.0   246.0   220.0   272.0   3.4168e-06
