BETA_DECAYS_Beta_Decay_Obs 1 43
     1	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.940000000000e-01	  1.400000000000e-02	  0.000000000000e+00	   0.000000000000e+00
     2	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.924000000000e-01	  9.000000000000e-03	  0.000000000000e+00	   0.000000000000e+00
     3	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.783330000000e-01	  2.333332380000e-02	  0.000000000000e+00	   0.000000000000e+00
     4	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.014000000000e+00	  2.000000000000e-02	  0.000000000000e+00	   0.000000000000e+00
     5	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.017840000000e+00	  3.733202400000e-03	  0.000000000000e+00	   0.000000000000e+00
     6	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.066300000000e+00	  8.382302800000e-03	  0.000000000000e+00	   0.000000000000e+00
     7	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.996000000000e-01	  3.700000000000e-03	  0.000000000000e+00	   0.000000000000e+00
     8	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003000000000e+00	  4.000000000000e-03	  0.000000000000e+00	   0.000000000000e+00
     9	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.648190000000e-01	  8.390393000000e-04	  0.000000000000e+00	   0.000000000000e+00
    10	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.989000000000e-01	  6.500000000000e-03	  0.000000000000e+00	   0.000000000000e+00
    11	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.981000000000e-01	  4.800000000000e-03	  0.000000000000e+00	   0.000000000000e+00
    12	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.102140000000e+00	  1.935512900000e-03	  0.000000000000e+00	   0.000000000000e+00
    13	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.114810000000e+00	  4.193304190000e-02	  0.000000000000e+00	   0.000000000000e+00
    14	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.911170000000e-01	  3.049032600000e-03	  0.000000000000e+00	   0.000000000000e+00
    15	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.987620000000e-01	  1.264120200000e-03	  0.000000000000e+00	   0.000000000000e+00
    16	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.005080000000e+00	  5.142275760000e-02	  0.000000000000e+00	   0.000000000000e+00
    17	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.738730000000e-01	  1.147030900000e-03	  0.000000000000e+00	   0.000000000000e+00
    18	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.618230000000e-01	  8.215576670000e-02	  0.000000000000e+00	   0.000000000000e+00
    19	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.905830000000e-01	  1.763751700000e-03	  0.000000000000e+00	   0.000000000000e+00
    20	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.006540000000e+00	  3.360297600000e-03	  0.000000000000e+00	   0.000000000000e+00
    21	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.921050000000e-01	  3.153712100000e-02	  0.000000000000e+00	   0.000000000000e+00
    22	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.869500000000e-01	  9.697366000000e-04	  0.000000000000e+00	   0.000000000000e+00
    23	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.751510000000e-01	  1.063414310000e-02	  0.000000000000e+00	   0.000000000000e+00
    24	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.695940000000e-01	  5.181863000000e-04	  0.000000000000e+00	   0.000000000000e+00
