BETA_DECAYS_Beta_Decay_Obs 1 43
    25	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  7.880990000000e-01	  2.777720290000e-02	  0.000000000000e+00	   0.000000000000e+00
    26	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  7.763240000000e-01	  1.801588190000e-02	  0.000000000000e+00	   0.000000000000e+00
    27	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.920540000000e-01	  1.644886000000e-03	  0.000000000000e+00	   0.000000000000e+00
    28	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.097720000000e+00	  1.386257552000e-01	  0.000000000000e+00	   0.000000000000e+00
    29	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003710000000e+00	  3.588175000000e-03	  0.000000000000e+00	   0.000000000000e+00
    30	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.002210000000e+00	  2.185522800000e-03	  0.000000000000e+00	   0.000000000000e+00
    31	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.001560000000e+00	  8.154925000000e-04	  0.000000000000e+00	   0.000000000000e+00
    32	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.001780000000e+00	  5.219147000000e-04	  0.000000000000e+00	   0.000000000000e+00
    33	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.002830000000e+00	  6.523933000000e-04	  0.000000000000e+00	   0.000000000000e+00
    34	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003970000000e+00	  2.022419300000e-03	  0.000000000000e+00	   0.000000000000e+00
    35	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.001980000000e+00	  6.523933000000e-04	  0.000000000000e+00	   0.000000000000e+00
    36	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003090000000e+00	  1.011207200000e-03	  0.000000000000e+00	   0.000000000000e+00
    37	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.002370000000e+00	  1.011207200000e-03	  0.000000000000e+00	   0.000000000000e+00
    38	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.001940000000e+00	  6.523933000000e-04	  0.000000000000e+00	   0.000000000000e+00
    39	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003180000000e+00	  5.871533000000e-04	  0.000000000000e+00	   0.000000000000e+00
    40	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.002200000000e+00	  3.588161000000e-04	  0.000000000000e+00	   0.000000000000e+00
    41	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003440000000e+00	  2.283372500000e-03	  0.000000000000e+00	   0.000000000000e+00
    42	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.001490000000e+00	  6.197717000000e-04	  0.000000000000e+00	   0.000000000000e+00
    43	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.003280000000e+00	  1.435259600000e-03	  0.000000000000e+00	   0.000000000000e+00
